y,loan,mortgage,job,workyear,delinquency,period,inquire,transact,DTI
1,13300,60014,Sales,1,1,182.06,1,20,40.21
0,13300,64002,Other,3,0,157.92,1,34,29.8
0,13300,79556,Other,1,0,238.74,0,0,3.72
0,13300,35000,Other,8,0,91.92,0,4,35.24
0,13300,14212,ProfExe,3,0,322,0,16,15.92
0,13300,57878,ProfExe,1,0,154.48,2,35,41.12
1,13300,45860,ProfExe,7,0,127.77,4,9,39.11
0,13300,153411,ProfExe,7,0,198.39,3,25,41.99
0,13300,44509,ProfExe,3,0,208.92,3,17,37.06
0,13300,38232,Mgr,11,0,228.49,1,22,36.03
0,13300,81574,ProfExe,6,0,118.92,0,27,24.77
0,13300,86360,Mgr,8,0,232.29,0,24,32.01
0,13300,85532,ProfExe,11,1,175.19,0,27,34.23
0,13300,76760,Other,27,0,211,1,4,23.81
0,13300,74609,Other,6,0,77.45,2,14,36.87
0,13300,66174,Other,2,0,175.96,1,34,31.56
0,13300,66502,Other,4,0,178.11,1,16,33.8
0,13300,79512,Other,9,0,159.21,4,22,38.95
0,13300,55505,Other,0,0,222.91,0,10,32.97
0,13300,50039,Other,3,0,176.85,0,13,27.87
1,13300,25698,Self,15,0,147.91,1,10,30.96
0,13300,44952,Other,8,0,74.44,0,14,41.06
0,13300,49491,ProfExe,16,0,195.88,0,15,24.88
0,13400,53699,Other,3,0,169.85,0,14,25.11
1,13400,131524,Other,4,0,110.74,2,29,48.34
0,13400,156455,ProfExe,6,1,210.72,4,25,40.25
0,13400,53294,Other,0,0,214.36,0,9,36.31
0,13400,88810,Other,19,0,145.76,4,24,31.34
0,13400,102700,Other,3,0,124.56,1,25,34.95
1,13400,58307,Other,9,2,82.71,2,32,36.95
0,13400,9698,Other,9,0,345.54,1,21,15.76
0,13400,98701,ProfExe,10,0,179.13,2,32,29.55
1,13400,111000,ProfExe,14,0,165.33,2,26,49.36
0,13400,67941,Office,6,3,179.98,3,30,37.43
0,13400,51225,Other,0,0,261.19,0,21,28.95
0,13400,94102,Office,2,0,137.71,0,21,36.8
0,13400,30507,Other,7,0,149.94,6,29,38.93
0,13400,65662,Other,2,0,20.76,1,3,42.01
0,13400,78465,Other,5,0,71.44,1,21,24.47
1,13400,5900,Other,3,2,234.02,3,16,19.09
0,13400,60174,Other,1,0,125.39,3,9,36.23
0,13400,100784,Office,15,0,268.11,0,16,36.16
0,13400,69612,Other,3,0,165.03,1,35,30.44
0,13400,66737,ProfExe,0,0,163.13,2,34,40.94
0,13400,95084,Office,4,0,145.96,0,21,39.24
0,13400,75792,Other,13,0,108.22,2,8,31.61
0,13400,87175,ProfExe,13,1,180.95,1,27,33.9
0,13500,68262,Office,26,0,159.62,1,14,40.75
0,13500,59941,Other,29,2,182.7,1,24,35.51
0,13500,63572,ProfExe,7,0,250.56,0,12,34.91
0,13500,88738,Office,9,0,239.74,0,12,41.08
0,13500,63150,Other,10,0,258.62,0,27,29.33
0,13500,71698,Other,6,0,202.47,2,19,42.81
0,13500,59352,Other,10,0,300.58,0,19,28.12
0,13500,40023,Mgr,10,0,180.72,1,22,38.32
0,13500,44586,Other,2,0,263.93,0,21,29.97
0,13500,40786,Mgr,10,0,191.3,1,20,35.36
0,13500,91734,Other,12,0,211.88,3,15,38.1
0,13500,82036,ProfExe,4,1,98.42,0,33,39.29
0,13500,109258,Other,2,0,130.78,1,25,33.54
1,13500,73000,Other,12,0,145.2,0,23,51.34
1,13500,70000,Sales,25,0,250.63,0,46,45.26
0,13500,47900,Other,2,0,276.07,5,43,35.26
0,13500,42000,ProfExe,6,0,153.17,2,12,52.52
1,13500,65000,ProfExe,14,2,105.5,4,34,48.96
1,13500,80223,ProfExe,4,4,127.8,2,27,28.35
1,13500,83673,Mgr,2,1,238.4,3,57,39.13
1,13500,28000,Other,0,4,227.27,6,37,35
0,13500,89184,ProfExe,13,0,174.51,1,18,36.01
0,13500,116123,ProfExe,3,0,290.31,0,46,34.7
0,13500,67180,Sales,5,0,147.36,0,35,28.52
0,13500,92989,Other,13,0,209.46,3,15,39.52
0,13500,48832,Other,1,0,268.59,4,43,42.69
0,13500,117604,ProfExe,15,0,188.26,1,32,31.63
0,13500,124696,Office,0,1,348.67,0,16,39.55
0,13500,117321,ProfExe,14,1,183.26,0,33,31.49
0,13600,94727,Other,11,0,209.13,3,15,37.71
0,13600,66754,Other,5,0,238.62,3,26,31.55
0,13600,64799,Office,14,0,115.32,0,24,36.85
0,13600,115816,ProfExe,1,0,114.84,1,14,26.33
0,13600,62735,Other,11,0,101.79,1,8,32.67
0,13600,57634,Other,0,0,194.97,0,0,3.27
0,13600,87294,ProfExe,11,2,185.34,0,28,35.55
0,13600,66178,ProfExe,6,0,263.96,0,11,36.44
0,13600,89937,Sales,14,2,146.72,1,17,33.75
0,13600,58539,Other,29,2,194.27,1,23,37.13
0,13600,66098,Office,12,0,245.61,1,32,43.4
0,13600,18232,ProfExe,19,2,399.36,0,12,21.26
0,13600,55901,Office,13,1,107.91,0,23,36.33
0,13600,41000,Mgr,4,0,125.77,1,9,36.11
0,13600,55864,ProfExe,9,0,193.77,0,20,27.91
1,13600,30200,Other,0,1,230.3,0,18,28.47
1,13600,70000,Mgr,16,0,182.85,0,0,25.97
0,13600,90519,Other,12,0,201.84,3,16,39.67
0,13600,12724,Office,24,1,269.63,0,19,28.17
0,13600,81620,Other,1,0,148.07,0,22,41.61
0,13600,7627,Other,7,0,362.51,1,22,14.27
0,13600,159591,ProfExe,7,1,199.7,3,25,42.32
0,13600,101377,ProfExe,10,0,174.35,2,32,27.97
0,13600,39997,Other,6,0,111.01,2,15,38.77
0,13600,67354,Office,10,0,255.38,4,36,41.63
0,13600,13202,ProfExe,3,0,302.2,0,16,16.78
0,13600,112223,ProfExe,0,0,259.73,1,45,35.31
0,13700,94650,Office,4,1,268.83,1,34,41.33
0,13700,81378,ProfExe,12,2,181.72,0,27,32.65
0,13700,96225,Office,2,0,144.53,1,22,38.78
0,13700,38981,Mgr,9,0,196.84,1,22,35.19
0,13700,84761,Office,10,0,171.95,1,25,41.96
1,13700,74147,Other,7,3,181.31,0,33,39.27
0,13700,89345,ProfExe,6,0,201.04,2,37,43.47
0,13700,80300,ProfExe,1,0,66.72,0,20,36.52
0,13700,90714,Office,11,0,215.61,0,13,40.3
1,13700,59012,Mgr,12,0,167.43,0,31,29.16
0,13700,35825,Office,22,0,231.9,2,29,26.7
0,13700,27536,Other,7,0,73.46,2,12,28.71
0,13700,70018,Office,24,0,154.75,1,13,39.39
0,13700,58788,Office,14,0,103.69,0,24,36.67
1,13700,46000,ProfExe,2,1,101.57,0,25,38.94
0,13700,64486,Office,4,3,182.18,3,29,37.07
0,13700,86161,Other,22,0,135.33,4,23,29.41
0,13700,12577,Mgr,7,0,133.54,0,10,22.96
0,13700,95065,Other,9,0,176.95,0,27,34.6
0,13700,74015,Other,7,0,75.89,2,14,36.4
0,13700,32942,Other,8,0,65,2,12,30.27
0,13700,96597,ProfExe,13,0,181.4,1,17,34.32
0,13700,70763,Office,12,0,271.66,5,36,40.56
0,13700,53094,Other,2,2,155.82,0,13,29.56
0,13700,60623,Other,10,0,308.11,0,20,29.48
0,13700,84996,ProfExe,9,1,171.95,0,28,32.84
0,13700,46611,Other,2,0,179.44,0,13,37.71
0,13700,77824,Other,6,0,195.04,3,19,43.34
0,13700,88654,Mgr,10,0,250.33,0,25,30.97
0,13700,73600,ProfExe,9,2,347.97,1,42,41.35
0,13700,59530,Other,0,0,108.02,3,10,37.85
0,13800,80882,Mgr,4,0,169.01,1,9,21.53
0,13800,73688,Office,9,0,221.22,2,28,41.48
0,13800,94843,Mgr,2,2,159.25,0,26,42.31
0,13800,57481,ProfExe,9,0,183.11,0,19,22.64
0,13800,76537,Other,5,0,73.08,1,14,34.25
0,13800,77130,ProfExe,15,0,296.33,0,19,30.2
1,13800,35807,Other,1,0,91.27,1,17,29.37
0,13800,40674,Other,10,0,108.79,2,19,40.99
0,13800,31974,Other,7,0,76.93,1,12,30.42
0,13800,85805,ProfExe,15,0,303.69,0,18,27.87
0,13800,18714,Office,25,0,259.1,0,19,29.48
0,13800,88884,Other,0,0,316.04,0,9,26.17
0,13800,21711,Office,7,0,105.67,0,17,20.33
0,13800,85969,ProfExe,0,0,68.58,0,19,36.84
0,13800,75142,Mgr,19,0,230.46,10,24,33.38
1,13800,65178,Office,11,3,111.6,1,23,33.07
0,13800,152441,ProfExe,6,0,217.24,3,25,40.83
0,13800,78645,ProfExe,16,0,295.72,0,19,29.97
0,13800,67762,Sales,8,0,135.95,0,35,27.19
1,13800,97778,Other,15,3,120.78,1,22,23.2
0,13800,58872,Mgr,5,0,173.88,1,10,20.68
0,13900,57700,Other,8,0,185.2,1,20,37.37
1,13900,77699,Other,13,2,134.63,0,36,39.2
1,13900,69908,Other,4,2,209.48,0,15,35.77
0,13900,11413,Other,7,0,239.08,0,14,19.63
0,13900,64356,Office,13,0,111.81,0,24,39.01
0,13900,96326,ProfExe,15,0,142.04,5,21,34.12
0,13900,41641,Other,11,0,83.06,0,15,42.4
1,13900,56710,Other,14,1,176.53,0,39,24.39
0,13900,68876,Other,13,0,284.5,0,19,31.16
0,13900,62968,Office,13,0,239.77,3,37,42.24
0,13900,65437,ProfExe,10,0,182.4,0,19,21.3
0,13900,155486,ProfExe,7,1,192.48,4,26,41.18
0,13900,80960,Other,0,0,153.09,0,22,40.2
0,13900,62103,Office,6,0,120.7,1,20,26.67
0,13900,78442,ProfExe,0,0,71.55,0,19,34.75
0,13900,71665,Other,0,0,297.91,1,8,25.94
0,13900,84427,ProfExe,12,2,180.19,0,27,33.35
1,13900,144263,ProfExe,8,6,111.59,5,38,91.61
0,13900,95351,Office,12,0,210.2,0,11,41.01
0,13900,71425,Other,2,0,242.94,2,26,32.18
1,13900,51653,Other,13,0,90.27,0,7,41.69
0,13900,80836,Other,5,0,69.27,0,20,23.92
0,13900,127259,Office,1,1,341.64,0,16,40.11
1,13900,103030,Mgr,3,0,176.75,0,0,38.39
1,13900,62023,ProfExe,18,0,278.3,1,7,43.31
0,13900,85358,Other,0,0,145.79,0,22,40.11
0,13900,88746,Mgr,9,0,234.95,0,25,30.95
0,13900,77007,ProfExe,8,0,183.61,0,30,26.43
0,13900,50415,Other,10,0,235.68,0,17,33.77
0,13900,48110,ProfExe,5,0,153.74,1,12,29.96
0,13900,63831,Other,9,0,170.67,1,18,24.37
0,13900,66252,Other,12,0,95.95,1,9,34.17
0,13900,47741,Other,2,0,254.26,0,21,28.89
0,13900,33403,ProfExe,8,0,259.81,1,16,23.74
0,14000,99652,Office,17,0,255.96,0,16,35.45
0,14000,51721,Other,0,0,187,2,12,25.81
1,14000,53870,Other,8,0,342.07,2,14,23.94
0,14000,72929,Other,7,0,229.14,1,21,25.69
0,14000,92583,Other,10,0,169.45,0,27,34.13
0,14000,37019,Other,8,0,69.82,0,15,41.64
0,14000,88329,Other,8,0,107.53,0,15,30.8
0,14000,83645,ProfExe,5,0,116.34,0,26,28.3
1,14000,67881,Other,8,1,142.81,2,18,29.18
1,14000,52627,Other,9,1,159.73,2,12,32.53
0,14000,62000,Office,9,0,107.37,0,11,29.61
0,14000,27872,Other,10,0,115.6,1,10,29.53
0,14000,42767,Other,7,1,117.67,3,49,36.75
0,14000,92739,Mgr,6,0,248.6,3,42,43.93
0,14000,32000,ProfExe,4,0,255.67,1,35,46.05
0,14000,42000,Mgr,27,0,281.07,1,17,30.39
1,14000,64000,ProfExe,7,0,174.43,0,20,31.96
1,14000,65000,Other,23,3,109.57,1,15,25.82
1,14000,139000,Mgr,13,1,171.43,1,32,31.33
1,14000,85200,Other,8,0,188.67,4,17,40.53
1,14000,46400,Other,18,1,145.07,1,14,35.39
1,14000,49207,Office,3,3,205.97,2,51,48.52
0,14000,46541,Other,0,0,204.41,1,12,28.36
0,14000,59736,ProfExe,7,0,200.16,1,19,20.12
0,14000,63451,ProfExe,8,0,257.23,1,12,33.9
0,14000,50890,Other,8,1,135.77,2,49,29.45
0,14000,73062,Other,6,0,211.1,2,18,42.25
0,14000,43173,ProfExe,5,0,215.99,3,18,37.15
1,14000,65796,Other,17,7,184.61,0,12,18.19
0,14100,98856,ProfExe,13,0,105.77,4,21,37.46
0,14100,79345,ProfExe,15,0,301.56,0,19,29.18
0,14100,36309,Other,8,0,110.21,1,10,19.19
1,14100,52302,ProfExe,6,0,130.34,4,8,34.79
0,14100,59402,ProfExe,8,0,194.63,0,20,22.02
0,14100,54081,Other,8,0,237.68,0,17,33.09
1,14100,43927,Other,0,0,0,12,8,40.21
0,14100,51723,ProfExe,21,0,199.53,0,15,25.09
0,14100,81894,Mgr,6,0,151.47,1,26,42.28
0,14100,86730,ProfExe,1,2,134.36,0,34,31.98
0,14100,86996,Other,19,0,134.99,4,24,29.78
0,14100,49927,Mgr,26,0,276.55,1,16,36.6
0,14100,65994,Other,8,0,212.47,1,18,27.74
1,14100,61036,Mgr,1,0,174.59,2,23,50.28
0,14200,102512,ProfExe,8,0,178.34,3,32,27.54
0,14200,84718,Other,21,0,123.66,4,23,30.64
0,14200,34558,Other,8,0,76.43,2,11,31.04
0,14200,65274,Other,13,0,82.99,2,8,33.22
0,14200,94696,Office,10,0,209.05,0,12,39.65
0,14200,44412,ProfExe,19,0,196.13,0,15,23.77
1,14200,68750,Other,10,1,219.67,0,32,34.64
0,14200,46320,Other,6,0,106.98,2,49,29.06
0,14200,73533,Mgr,21,0,232.35,10,23,36.47
0,14200,71979,Other,2,0,238.26,3,25,32.14
1,14200,100663,ProfExe,0,0,139.98,0,20,43.8
1,14200,62294,Other,5,1,128.53,2,30,24.7
0,14200,100664,Mgr,4,0,255.69,2,41,38.75
0,14200,64235,Other,9,0,191.8,1,20,24.84
0,14200,60570,ProfExe,2,0,137.84,2,35,40.29
0,14200,102789,Other,3,0,127.06,1,26,31.34
0,14200,83231,ProfExe,6,0,130.17,1,26,27.17
1,14300,52260,Mgr,1,3,62.9,0,17,50.04
0,14300,43826,Other,0,0,260.08,0,20,28.84
0,14300,85631,Other,20,0,145,3,23,30.13
0,14300,19111,Office,23,0,262.31,0,19,30.93
0,14300,67018,Other,1,0,253.59,3,25,30.69
0,14300,83626,Other,0,0,193.54,0,0,3.96
0,14300,111623,Other,2,0,145.1,1,26,34.43
0,14300,60811,ProfExe,8,0,205.68,0,20,20.99
0,14300,45615,Mgr,4,0,115.14,0,9,28.74
0,14300,81000,Office,30,1,333.83,2,50,31.45
0,14300,21828,Mgr,17,0,103.5,1,17,27.63
1,14300,37000,Other,0,0,320.63,2,26,51.74
0,14300,33261,Other,9,0,155.14,6,28,40.5
0,14300,93989,Office,10,0,220.9,0,12,39.88
0,14300,85478,ProfExe,9,0,190.75,1,36,40.78
0,14300,53814,Other,0,0,314.47,0,8,27.61
0,14300,86110,Other,14,0,82.07,2,7,32.77
0,14300,94062,Sales,14,2,133.38,1,17,35.72
0,14300,80299,Other,10,0,174.54,1,23,35.31
0,14300,31607,ProfExe,6,0,255.72,0,15,23.06
0,14300,52608,Other,0,0,217.28,0,9,34.1
0,14300,70322,Other,3,0,244.84,2,26,32.65
0,14300,89984,Mgr,4,2,137.6,0,25,41.61
0,14400,64500,Other,10,0,83.2,3,11,40.69
0,14400,34291,ProfExe,6,0,262.08,1,15,21.98
0,14400,77366,ProfExe,14,1,285.2,1,18,28.17
0,14400,63671,ProfExe,0,0,169.35,1,34,42.79
0,14400,58750,Other,0,0,192.03,0,0,2.55
0,14400,20996,Mgr,9,0,120.96,0,10,21.12
0,14400,32683,Other,11,0,114.41,0,10,21.47
0,14400,46955,Other,2,0,171.62,0,13,36.56
0,14400,61121,Other,9,0,295.79,0,20,30.3
0,14400,78965,Mgr,4,0,132.66,2,26,39.69
0,14400,89605,Other,20,0,121.75,4,24,29.3
0,14400,45516,Other,9,0,109.33,1,19,40.87
0,14400,75360,ProfExe,8,0,121.3,1,27,24.76
0,14400,79288,ProfExe,8,1,341.5,1,41,39.44
0,14400,46551,Other,7,0,118.75,3,49,29.57
0,14400,80123,ProfExe,9,0,176.42,0,30,27.64
0,14400,45138,Other,10,0,94.39,0,15,40.14
0,14400,111914,ProfExe,3,0,284.52,1,46,32.91
0,14400,100487,Other,11,0,179.34,0,27,35.85
0,14400,78777,ProfExe,5,0,104.4,1,27,24.35
0,14500,52440,Other,4,0,174.68,0,13,27.19
0,14500,71511,Other,9,0,85.75,2,11,31.55
0,14500,54927,Other,3,0,178.94,0,14,27.06
0,14500,66291,Other,11,0,89.86,2,9,33.47
0,14500,70896,Office,24,0,163.99,2,13,41.49
0,14500,35799,Other,10,0,123.22,1,9,18.32
0,14500,67956,Other,1,0,233.4,2,26,31.32
1,14500,38986,Other,1,1,220.92,0,17,47.91
1,14500,69115,Other,18,0,177.87,2,11,47.07
0,14500,49348,Office,0,0,178.6,0,25,22.91
1,14500,149000,ProfExe,25,2,384.5,0,71,41.35
0,14500,100685,ProfExe,9,0,166.85,2,32,27.53
0,14500,67631,Other,4,0,24.96,1,4,39.1
0,14500,59465,Other,7,0,218.41,1,26,24.54
0,14500,82285,Other,12,0,94.36,1,8,32.61
0,14500,78503,Mgr,19,0,250.45,10,24,36.88
0,14500,41911,ProfExe,4,0,254.66,0,35,38.72
0,14600,54040,Other,6,0,237.6,0,18,34.88
0,14600,76754,Other,8,0,118.98,0,14,25.96
0,14600,15411,Office,24,0,259.75,0,19,30.57
0,14600,58229,Other,2,0,228.56,0,9,34.12
0,14600,68182,Office,5,0,135.85,0,19,24.68
0,14600,46057,Other,9,0,107.12,2,19,41.93
0,14600,59658,Other,8,0,168.24,1,20,25.19
1,14600,124000,ProfExe,4,0,146.87,2,29,42.15
0,14600,4810,Other,14,1,266.83,0,23,43.12
0,14600,206126,ProfExe,10,0,236.51,0,21,30.18
0,14600,28050,Other,9,0,122.12,1,9,20.83
0,14600,16535,Office,24,0,260.89,0,20,28.19
0,14600,76194,Other,4,0,80.71,1,13,34.53
1,14600,21340,Office,13,0,126.73,0,5,36.46
1,14600,67997,Other,11,1,93.33,3,23,55.26
0,14600,82698,Office,30,1,344.28,1,50,33.97
0,14600,6871,ProfExe,4,0,317.24,0,16,17.62
0,14600,51613,Office,0,0,182.88,0,25,32.22
0,14600,86199,Office,9,0,164.3,1,25,41.55
0,14600,82051,Other,7,0,187.42,1,22,35.89
0,14600,82837,Other,0,0,148.36,0,23,42.03
0,14600,63475,Other,11,0,286.3,0,19,28.64
0,14700,49264,Other,9,0,237.84,0,18,31.26
0,14700,99343,Mgr,5,0,257.05,2,41,39.83
0,14700,30306,Other,9,1,87.43,2,12,29.4
0,14700,47177,ProfExe,3,0,193.69,2,18,34.54
0,14700,30210,Mgr,17,0,86.64,0,17,23.4
1,14700,51829,Other,14,0,169.99,0,18,35.64
1,14700,148396,Mgr,13,0,163.5,0,31,35.43
0,14700,74059,Other,10,0,150.91,1,12,24.6
0,14700,10098,ProfExe,3,0,302.65,0,16,18.42
0,14700,76888,ProfExe,9,0,189.56,0,30,29.42
0,14700,89448,Office,11,0,222.82,0,12,40.52
1,14700,94672,Other,14,1,67.04,0,11,40.32
0,14700,106417,ProfExe,9,0,166.5,3,31,29.32
0,14700,27235,Other,8,0,71.42,2,11,29.15
0,14700,77565,ProfExe,6,0,120.83,0,26,25.28
0,14700,33150,Other,8,0,76.91,2,11,30.7
0,14700,65660,Office,2,0,106.66,1,19,25.2
0,14700,35164,ProfExe,5,0,245.67,1,16,23.11
0,14700,14275,Other,14,1,273.6,0,23,26.84
0,14700,76931,Other,5,0,78.69,0,21,25.43
1,14700,63000,ProfExe,4,0,87.47,0,28,39.7
0,14700,82967,Other,9,0,163.46,1,23,34.48
0,14700,90662,ProfExe,1,1,148.42,0,33,31.77
0,14700,35832,ProfExe,7,0,277.79,0,16,23.71
0,14800,76875,Other,4,0,88.75,0,21,24.22
0,14800,90722,Office,31,0,321.41,2,50,35.24
0,14800,48910,Other,8,1,94.97,3,48,30.92
0,14800,100255,Other,10,0,184.78,0,26,34.48
0,14800,53738,Other,7,0,240.86,0,17,34.53
0,14800,50570,Other,3,0,191.18,0,13,36.65
1,14800,70969,ProfExe,0,1,177.15,1,20,40.71
0,14800,64365,Other,0,0,242.55,2,26,29.82
1,14800,63800,Mgr,9,4,185.43,2,14,34.58
0,14800,76460,Other,11,0,339.7,1,17,32.7
0,14800,49000,Other,0,3,51.67,1,10,26.08
0,14800,38000,Other,6,0,107.53,2,10,26.07
0,14800,86861,Office,10,0,162.02,0,26,42.9
0,14800,46698,Other,6,0,126.49,2,10,28.39
0,14800,30282,ProfExe,7,0,249.25,0,16,21.01
0,14800,41807,ProfExe,4,0,269.72,1,35,38.51
0,14800,43983,Other,4,1,113.9,1,9,27.11
0,14800,63508,Other,2,0,127.17,3,10,38.95
0,14800,60573,Other,0,0,30.01,2,3,39.08
0,14800,88898,Office,30,0,329.76,1,50,36.75
0,14800,16448,Office,7,0,91.01,0,16,19.24
0,14800,73887,Other,6,0,81.31,2,13,33.98
0,14900,65303,Office,6,0,121.06,1,19,22.58
0,14900,101179,Office,2,0,133.93,1,22,35.55
0,14900,70872,Other,4,0,244,3,26,29.05
1,14900,54359,Self,4,0,129.97,0,24,3.02
1,14900,55480,Other,15,1,122.09,5,20,43.06
0,14900,56506,ProfExe,12,2,170.77,0,14,24.36
0,14900,45701,Mgr,5,0,125.03,1,8,26.34
0,14900,85486,Office,9,0,173.01,1,26,41.58
0,14900,66329,ProfExe,9,0,279.24,0,11,36.2
0,14900,89872,ProfExe,0,1,155.45,1,34,33.14
0,14900,60068,Other,0,0,313.78,1,8,27.75
0,14900,87167,ProfExe,8,0,194.11,2,36,41.33
1,14900,57557,Other,12,0,103.11,0,7,39.84
0,14900,65843,Other,6,0,288.58,0,20,28.28
0,14900,22245,Office,7,0,91.07,0,16,21.62
0,14900,44588,ProfExe,6,0,156.33,2,11,28.16
0,14900,82930,ProfExe,6,0,105.68,0,27,27.47
0,14900,87391,Other,18,0,134.86,4,23,29.54
0,14900,97646,ProfExe,13,0,119.08,5,22,36.36
0,14900,49849,Office,0,0,153.69,0,25,30.9
0,14900,97930,Office,3,0,267.83,0,33,28.42
0,14900,51219,Other,1,0,275.28,5,42,39.32
0,14900,48649,Mgr,3,0,110.06,0,8,28.8
1,14900,58204,Office,3,2,206.52,1,50,43.76
0,14900,69723,Office,5,0,114.86,1,19,22.96
0,14900,72637,Other,4,0,83.47,0,20,22.55
0,14900,60667,Other,6,0,212.86,1,24,27.57
0,14900,45797,Other,11,0,233.68,0,17,33.55
0,14900,36120,ProfExe,4,0,239.02,1,35,38.17
1,15000,89747,Office,8,1,146.12,2,22,42.53
0,15000,80988,ProfExe,10,0,188.5,1,30,26.57
0,15000,81483,ProfExe,14,0,305.92,0,18,29.65
0,15000,93226,Sales,11,1,152.8,1,17,34.25
1,15000,45000,Mgr,11,0,110,0,31,31.87
1,15000,399550,Mgr,1,0,138.17,1,18,43.27
1,15000,63302,Other,1,0,108.53,0,22,37.58
1,15000,63000,Other,6,0,135.3,1,20,29.17
1,15000,4734,Other,24,0,14.6,1,1,33.85
1,15000,44014,Other,11,1,62.3,2,3,47.29
1,15000,8200,ProfExe,18,0,122.23,0,23,53.57
1,15000,98000,Other,2,3,107.67,1,21,46.63
1,15000,49200,Other,10,0,174.03,1,16,35.88
1,15000,163000,ProfExe,6,0,247.58,1,27,34.59
1,15000,45000,Other,7,1,55.97,0,4,53.77
1,15000,86000,Mgr,1,0,63.7,1,27,41.53
1,15000,37000,Other,2,0,266.93,0,48,43.79
1,15000,83000,ProfExe,18,0,207.23,0,27,42.1
1,15000,40772,Other,11,1,120.6,2,19,46.21
1,15000,20000,Other,13,0,66.13,0,11,33.97
1,15000,29000,Other,7,4,97.67,1,8,52.15
1,15000,38000,Other,6,0,171.3,0,17,50.29
1,15000,63451,Other,0,1,91.27,1,10,54.71
1,15000,89000,Mgr,1,2,136.47,0,19,44.21
1,15000,48786,Other,10,0,75.4,2,9,40.28
1,15000,57900,ProfExe,10,1,186.57,2,23,35.2
1,15000,34200,Other,9,0,170.7,4,21,47.89
1,15000,37624,Other,8,1,186.87,7,26,45.75
1,15000,106239,ProfExe,20,1,9.1,2,24,43.92
1,15000,18500,Other,2,1,20.17,0,2,47.1
1,15000,5500,Other,25,5,275.5,1,19,38.7
1,15000,71269,Other,9,0,118.17,1,19,33.83
1,15000,96931,Other,0,0,114.87,1,16,38.07
1,15000,61965,Other,10,1,155.1,2,22,46.41
0,15000,2619,Sales,0,0,322.6,0,6,44.29
0,15000,73628,Office,28,0,323.63,0,16,28.26
0,15000,50000,ProfExe,6,0,130.87,2,22,30.6
0,15000,18000,Self,7,0,304.37,0,27,22.22
0,15000,62000,ProfExe,23,0,238.4,1,24,24.21
0,15000,48882,ProfExe,20,0,239.5,0,28,33.34
0,15000,82764,Office,2,0,86.27,2,9,33
0,15000,42720,Other,1,2,289,1,10,38.38
0,15000,73335,ProfExe,0,0,273.93,2,21,30.65
0,15000,125000,Mgr,10,0,223.2,0,19,42.9
0,15000,135442,Mgr,11,0,247.57,0,21,42.41
0,15000,74293,Other,7,0,186.7,1,10,38.56
0,15000,53000,ProfExe,5,0,120.3,0,13,15.32
0,15000,54261,ProfExe,10,0,170.01,1,16,34.56
0,15000,94705,Other,9,0,300.27,2,19,32.38
0,15000,42657,ProfExe,18,0,181.6,0,23,51.1
0,15000,122486,Office,5,0,137,1,21,23.91
0,15000,48000,Office,2,3,142,1,24,39.59
0,15000,102988,Other,1,0,289.17,0,47,47.32
0,15000,86177,Other,14,0,133.93,2,9,36.24
0,15000,23473,Other,8,0,244.77,1,50,27.62
0,15000,72000,Other,0,0,147.1,1,18,57.63
0,15000,59000,Office,2,0,160.3,0,25,32.5
0,15000,92000,Mgr,1,0,207.97,1,19,26.56
0,15000,89126,Office,0,3,263.17,1,30,30.63
0,15000,95300,Office,3,0,115.67,3,16,23.16
0,15000,36900,Other,26,0,247.1,0,14,22.63
0,15000,100000,ProfExe,1,0,128.87,0,30,34.63
0,15000,116000,Other,4,0,202.97,0,17,39.1
0,15000,84000,Other,20,0,282.17,1,17,33.36
0,15000,15832,Office,1,0,211.03,0,16,28.06
1,15000,62674,Mgr,8,5,249.53,0,31,46.27
1,15000,83348,Other,0,4,206.97,1,45,44.6
1,15000,89200,ProfExe,11,0,114.6,0,27,35.36
1,15000,109000,Office,0,2,105.5,1,28,53.34
1,15000,42006,Other,10,1,75.33,0,33,50.58
1,15000,153000,Mgr,8,2,154.2,2,31,45.13
1,15000,33000,Other,1,5,144.87,0,20,40.31
1,15000,116400,Other,18,1,255.67,1,29,46.74
1,15000,6124,Other,2,0,91.27,0,5,42.03
1,15000,18900,ProfExe,7,1,142,0,12,42.96
1,15000,54294,Other,18,3,118.67,1,23,38.93
1,15000,61629,Other,2,1,105.47,17,20,42.83
1,15000,73500,Other,1,2,205.93,2,25,47.41
1,15000,40000,ProfExe,4,0,268.83,3,26,36.15
1,15000,68000,Mgr,12,3,109.57,0,24,25.36
1,15000,62100,ProfExe,1,0,111.6,2,13,50.68
1,15000,74000,ProfExe,9,3,136.97,0,27,46.66
1,15000,16400,Mgr,10,3,135.93,11,42,39.93
1,15000,55300,Other,5,0,259.73,4,30,39.85
1,15000,166000,Other,4,0,74.07,2,14,45
1,15000,54000,Office,3,1,145.1,1,15,41.76
1,15000,47000,Office,2,5,73.1,1,16,33.7
1,15000,82000,Mgr,18,5,122.73,10,19,30.19
1,15000,61438,Self,4,3,134.27,1,17,31.98
1,15000,42000,Other,6,6,225.63,0,17,37.39
1,15000,79000,Other,0,0,385.5,3,31,31.54
1,15000,125000,ProfExe,10,1,221.17,0,14,53.51
1,15000,77544,Sales,4,0,11.7,2,35,27.68
1,15000,61265,Office,22,0,186.67,1,21,41.33
